sTimeStemp, sLongitude, sLatitude, sheight, sCQI, sRSRP
, 9.424024, 53.937527, , 8, -114
, 9.424078, 53.937405, , 6, -92
, 9.424146, 53.937283, , 10, -105
, 9.424232, 53.937164, , 6, -123
, 9.424338, 53.937050, , 8, -122
, 9.424460, 53.936943, , 7, -114
, 9.424601, 53.936848, , 11, -105
, 9.424758, 53.936760, , 9, -92
, 9.424928, 53.936680, , 12, -101
, 9.425102, 53.936604, , 9, -113
, 9.425279, 53.936531, , 7, -125
, 9.425458, 53.936459, , 10, -98
, 9.425637, 53.936390, , 7, -129
, 9.425817, 53.936321, , 7, -129
, 9.425995, 53.936253, , 11, -126
, 9.426170, 53.936180, , 7, -99
, 9.426346, 53.936111, , 6, -109
, 9.426519, 53.936039, , 8, -107
, 9.426694, 53.935963, , 10, -115
, 9.426869, 53.935890, , 7, -123
, 9.427043, 53.935818, , 12, -111
, 9.427215, 53.935741, , 9, -124
, 9.427384, 53.935661, , 10, -123
, 9.427552, 53.935581, , 8, -110
, 9.427714, 53.935493, , 10, -110
, 9.427869, 53.935402, , 7, -127
, 9.428016, 53.935303, , 6, -123
, 9.428156, 53.935204, , 8, -120
, 9.428290, 53.935097, , 11, -121
, 9.428420, 53.934990, , 11, -108
, 9.428541, 53.934883, , 9, -92
, 9.428653, 53.934772, , 9, -122
, 9.428753, 53.934658, , 12, -112
, 9.428845, 53.934540, , 8, -120
, 9.428926, 53.934422, , 8, -96
, 9.428997, 53.934299, , 8, -110
, 9.429060, 53.934177, , 10, -116
, 9.429112, 53.934055, , 9, -104
, 9.429157, 53.933929, , 10, -110
, 9.429195, 53.933815, , 7, -93
, 9.429223, 53.933720, , 10, -104
, 9.429243, 53.933643, , 8, -122
, 9.429259, 53.933590, , 12, -124
, 9.429275, 53.933552, , 11, -96
, 9.429285, 53.933525, , 7, -127
, 9.429283, 53.933487, , 12, -114
, 9.429266, 53.933434, , 9, -108
, 9.429236, 53.933353, , 11, -95
, 9.429204, 53.933258, , 6, -122
, 9.429176, 53.933151, , 7, -122
, 9.429153, 53.933037, , 11, -127
, 9.429132, 53.932919, , 7, -102
, 9.429111, 53.932800, , 7, -104
, 9.429092, 53.932682, , 9, -104
, 9.429082, 53.932560, , 10, -103
, 9.429080, 53.932442, , 9, -123
, 9.429088, 53.932320, , 6, -96
, 9.429100, 53.932198, , 12, -99
, 9.429118, 53.932072, , 9, -122
, 9.429141, 53.931950, , 8, -100
, 9.429166, 53.931820, , 10, -112
, 9.429192, 53.931690, , 6, -122
, 9.429214, 53.931557, , 12, -95
, 9.429235, 53.931431, , 12, -130
, 9.429258, 53.931301, , 10, -106
, 9.429283, 53.931179, , 10, -112
, 9.429309, 53.931065, , 8, -94
, 9.429331, 53.930958, , 6, -108
, 9.429352, 53.930866, , 9, -104
, 9.429371, 53.930782, , 6, -121
, 9.429384, 53.930710, , 10, -126
, 9.429395, 53.930649, , 7, -112
, 9.429403, 53.930599, , 9, -104
, 9.429411, 53.930561, , 8, -104
, 9.429416, 53.930531, , 10, -94
, 9.429420, 53.930511, , 8, -99
, 9.429422, 53.930504, , 12, -114
, 9.429424, 53.930504, , 9, -116
, 9.429424, 53.930504, , 12, -130
, 9.429424, 53.930504, , 11, -119
, 9.429424, 53.930504, , 10, -112
, 9.429424, 53.930504, , 6, -92
, 9.429424, 53.930504, , 6, -127
, 9.429424, 53.930504, , 12, -124
, 9.429441, 53.930492, , 11, -118
, 9.429483, 53.930473, , 8, -97
, 9.429553, 53.930458, , 7, -129
, 9.429648, 53.930450, , 6, -108
, 9.429769, 53.930458, , 7, -106
, 9.429916, 53.930470, , 10, -118
, 9.430089, 53.930489, , 10, -119
, 9.430290, 53.930508, , 8, -103
, 9.430516, 53.930531, , 7, -99
, 9.430764, 53.930553, , 9, -95
, 9.431033, 53.930573, , 8, -102
, 9.431325, 53.930592, , 10, -113
, 9.431642, 53.930607, , 12, -103
, 9.431983, 53.930618, , 9, -123
, 9.432346, 53.930626, , 6, -121
, 9.432732, 53.930622, , 8, -113
, 9.433133, 53.930614, , 11, -124
, 9.433540, 53.930599, , 12, -118
, 9.433949, 53.930580, , 10, -111
, 9.434357, 53.930557, , 10, -96
, 9.434763, 53.930531, , 8, -94
, 9.435167, 53.930500, , 7, -117
, 9.435573, 53.930470, , 8, -114
, 9.435978, 53.930439, , 11, -115
, 9.436382, 53.930408, , 6, -118
, 9.436787, 53.930378, , 11, -121
, 9.437191, 53.930347, , 9, -92
, 9.437593, 53.930317, , 11, -129
, 9.437997, 53.930283, , 11, -96
, 9.438398, 53.930252, , 12, -112
, 9.438798, 53.930218, , 9, -94
, 9.439200, 53.930183, , 9, -92
, 9.439601, 53.930149, , 7, -121
, 9.440001, 53.930119, , 9, -114
, 9.440404, 53.930084, , 8, -130
, 9.440807, 53.930054, , 6, -101
, 9.441212, 53.930023, , 7, -105
, 9.441616, 53.929993, , 10, -112
, 9.442021, 53.929962, , 10, -121
, 9.442428, 53.929932, , 6, -110
, 9.442834, 53.929897, , 12, -124
, 9.443239, 53.929867, , 6, -101
, 9.443645, 53.929832, , 9, -124
, 9.444051, 53.929802, , 12, -99
, 9.444457, 53.929768, , 8, -97
, 9.444862, 53.929737, , 10, -104
, 9.445268, 53.929707, , 10, -125
, 9.445671, 53.929672, , 8, -116
, 9.446073, 53.929638, , 8, -124
, 9.446473, 53.929607, , 6, -128
, 9.446874, 53.929569, , 12, -119
, 9.447274, 53.929539, , 6, -126
, 9.447675, 53.929504, , 7, -93
, 9.448076, 53.929470, , 6, -96
, 9.448480, 53.929436, , 8, -120
, 9.448883, 53.929405, , 9, -112
, 9.449288, 53.929371, , 11, -115
, 9.449695, 53.929340, , 9, -118
, 9.450099, 53.929306, , 12, -101
, 9.450502, 53.929276, , 9, -128
, 9.450902, 53.929245, , 8, -103
, 9.451295, 53.929214, , 6, -110
, 9.451682, 53.929184, , 8, -113
, 9.452063, 53.929153, , 7, -128
, 9.452437, 53.929123, , 7, -122
, 9.452806, 53.929096, , 6, -114
, 9.453168, 53.929066, , 6, -128
, 9.453526, 53.929039, , 10, -103
, 9.453883, 53.929008, , 7, -93
, 9.454241, 53.928982, , 10, -109
, 9.454597, 53.928951, , 6, -129
, 9.454951, 53.928925, , 8, -125
, 9.455306, 53.928898, , 8, -126
, 9.455660, 53.928867, , 12, -124
, 9.456013, 53.928837, , 10, -128
, 9.456360, 53.928810, , 9, -105
, 9.456699, 53.928783, , 10, -128
, 9.457033, 53.928757, , 11, -123
, 9.457362, 53.928730, , 7, -111
, 9.457684, 53.928703, , 10, -102
, 9.458000, 53.928677, , 11, -130
, 9.458311, 53.928654, , 10, -123
, 9.458620, 53.928627, , 7, -129
, 9.458927, 53.928604, , 8, -103
, 9.459228, 53.928581, , 11, -100
, 9.459521, 53.928558, , 7, -95
, 9.459806, 53.928535, , 7, -95
, 9.460079, 53.928513, , 12, -120
, 9.460338, 53.928490, , 7, -96
, 9.460586, 53.928471, , 6, -119
, 9.460822, 53.928452, , 9, -130
, 9.461053, 53.928432, , 8, -124
, 9.461280, 53.928417, , 10, -115
, 9.461501, 53.928398, , 10, -128
, 9.461719, 53.928387, , 8, -114
, 9.461934, 53.928375, , 8, -105
, 9.462151, 53.928368, , 7, -97
, 9.462367, 53.928371, , 11, -127
, 9.462584, 53.928379, , 8, -121
, 9.462801, 53.928391, , 12, -116
, 9.463019, 53.928406, , 11, -122
, 9.463239, 53.928429, , 8, -97
, 9.463459, 53.928455, , 12, -108
, 9.463676, 53.928486, , 9, -99
, 9.463888, 53.928520, , 6, -112
, 9.464098, 53.928558, , 12, -115
, 9.464308, 53.928600, , 8, -116
, 9.464515, 53.928650, , 7, -101
, 9.464721, 53.928699, , 10, -113
, 9.464927, 53.928745, , 9, -98
, 9.465133, 53.928795, , 8, -119
, 9.465340, 53.928841, , 8, -117
, 9.465549, 53.928890, , 8, -110
, 9.465755, 53.928940, , 10, -117
, 9.465960, 53.928993, , 6, -96
, 9.466158, 53.929050, , 12, -129
, 9.466351, 53.929115, , 12, -102
, 9.466534, 53.929184, , 9, -119
, 9.466703, 53.929264, , 10, -110
, 9.466864, 53.929348, , 7, -126
, 9.467010, 53.929440, , 12, -96
, 9.467142, 53.929543, , 12, -97
, 9.467270, 53.929646, , 9, -130
, 9.467392, 53.929752, , 7, -95
, 9.467505, 53.929859, , 10, -130
, 9.467612, 53.929970, , 9, -93
, 9.467716, 53.930077, , 11, -127
, 9.467822, 53.930183, , 6, -112
, 9.467932, 53.930290, , 11, -129
, 9.468047, 53.930397, , 9, -116
, 9.468173, 53.930496, , 12, -125
, 9.468306, 53.930592, , 10, -122
, 9.468451, 53.930683, , 10, -96
, 9.468606, 53.930763, , 9, -106
, 9.468761, 53.930836, , 11, -96
, 9.468912, 53.930908, , 6, -128
, 9.469057, 53.930973, , 7, -116
, 9.469195, 53.931038, , 12, -113
, 9.469330, 53.931099, , 8, -110
, 9.469460, 53.931164, , 11, -117
, 9.469588, 53.931221, , 7, -102
, 9.469716, 53.931282, , 10, -126
, 9.469846, 53.931343, , 8, -96
, 9.469985, 53.931400, , 7, -97
, 9.470134, 53.931454, , 10, -128
, 9.470292, 53.931507, , 9, -107
, 9.470452, 53.931557, , 6, -95
, 9.470612, 53.931602, , 7, -99
, 9.470771, 53.931648, , 7, -101
, 9.470928, 53.931694, , 7, -107
, 9.471087, 53.931740, , 9, -106
, 9.471244, 53.931793, , 6, -100
, 9.471401, 53.931847, , 12, -114
, 9.471562, 53.931896, , 11, -115
, 9.471726, 53.931942, , 7, -107
, 9.471891, 53.931988, , 7, -118
, 9.472057, 53.932034, , 7, -125
, 9.472223, 53.932079, , 6, -123
, 9.472388, 53.932121, , 9, -108
, 9.472550, 53.932167, , 11, -103
, 9.472709, 53.932213, , 10, -107
, 9.472870, 53.932259, , 12, -101
, 9.473035, 53.932297, , 8, -110
, 9.473206, 53.932339, , 6, -121
, 9.473378, 53.932381, , 7, -126
, 9.473551, 53.932426, , 7, -110
, 9.473723, 53.932476, , 7, -121
, 9.473897, 53.932526, , 11, -106
, 9.474072, 53.932575, , 10, -96
, 9.474251, 53.932625, , 7, -93
, 9.474432, 53.932674, , 6, -97
, 9.474617, 53.932728, , 10, -127
, 9.474801, 53.932777, , 12, -125
, 9.474982, 53.932827, , 8, -96
, 9.475160, 53.932877, , 11, -93
, 9.475337, 53.932926, , 8, -106
, 9.475515, 53.932976, , 12, -110
, 9.475690, 53.933025, , 12, -93
, 9.475860, 53.933075, , 10, -118
, 9.476026, 53.933121, , 8, -116
, 9.476189, 53.933167, , 8, -108
, 9.476351, 53.933212, , 7, -127
, 9.476516, 53.933254, , 8, -106
, 9.476682, 53.933285, , 6, -94
, 9.476852, 53.933308, , 8, -111
, 9.477026, 53.933319, , 9, -108
, 9.477195, 53.933311, , 8, -97
, 9.477359, 53.933292, , 10, -101
, 9.477521, 53.933270, , 12, -97
, 9.477684, 53.933243, , 12, -119
, 9.477848, 53.933220, , 6, -125
, 9.478016, 53.933212, , 8, -121
, 9.478186, 53.933220, , 11, -107
, 9.478348, 53.933250, , 10, -102
, 9.478494, 53.933296, , 7, -98
, 9.478615, 53.933357, , 12, -116
, 9.478720, 53.933426, , 9, -98
, 9.478822, 53.933498, , 9, -111
, 9.478932, 53.933567, , 10, -109
, 9.479056, 53.933632, , 10, -120
, 9.479198, 53.933681, , 6, -112
, 9.479350, 53.933716, , 9, -118
, 9.479515, 53.933727, , 9, -101
, 9.479685, 53.933720, , 7, -127
, 9.479860, 53.933697, , 12, -122
, 9.480046, 53.933666, , 6, -98
, 9.480241, 53.933636, , 9, -127
, 9.480444, 53.933605, , 7, -120
, 9.480653, 53.933571, , 7, -93
, 9.480866, 53.933540, , 8, -100
, 9.481082, 53.933506, , 6, -119
, 9.481297, 53.933475, , 10, -109
, 9.481510, 53.933441, , 9, -124
, 9.481719, 53.933407, , 6, -110
, 9.481922, 53.933380, , 8, -125
, 9.482117, 53.933350, , 6, -114
, 9.482308, 53.933319, , 7, -106
, 9.482490, 53.933285, , 7, -106
, 9.482670, 53.933258, , 10, -127
, 9.482851, 53.933235, , 11, -130
, 9.483027, 53.933216, , 8, -110
, 9.483196, 53.933197, , 11, -129
, 9.483355, 53.933182, , 11, -127
, 9.483500, 53.933170, , 12, -113
, 9.483623, 53.933159, , 10, -118
, 9.483729, 53.933144, , 8, -103
, 9.483829, 53.933125, , 7, -94
, 9.483921, 53.933094, , 7, -100
, 9.483992, 53.933056, , 11, -92
, 9.484044, 53.933018, , 11, -120
, 9.484093, 53.932995, , 10, -103
, 9.484143, 53.932976, , 11, -101
, 9.484193, 53.932968, , 6, -108
, 9.484238, 53.932964, , 10, -99
, 9.484283, 53.932964, , 12, -107
, 9.484337, 53.932968, , 10, -129
, 9.484403, 53.932980, , 7, -118
, 9.484475, 53.932999, , 8, -110
, 9.484556, 53.933022, , 9, -106
, 9.484652, 53.933041, , 11, -112
, 9.484760, 53.933041, , 7, -107
, 9.484882, 53.933033, , 12, -92
, 9.485019, 53.933014, , 11, -114
, 9.485165, 53.932999, , 7, -122
, 9.485311, 53.932983, , 8, -114
, 9.485457, 53.932968, , 11, -106
, 9.485608, 53.932957, , 8, -109
, 9.485760, 53.932945, , 8, -106
, 9.485910, 53.932934, , 11, -127
, 9.486058, 53.932919, , 12, -121
, 9.486202, 53.932903, , 8, -126
, 9.486343, 53.932888, , 9, -92
, 9.486481, 53.932873, , 10, -118
, 9.486613, 53.932858, , 9, -96
, 9.486736, 53.932842, , 9, -103
, 9.486842, 53.932835, , 8, -123
, 9.486929, 53.932823, , 7, -119
, 9.486999, 53.932816, , 6, -127
, 9.487049, 53.932808, , 11, -99
, 9.487083, 53.932804, , 12, -103
, 9.487109, 53.932804, , 8, -112
, 9.487125, 53.932800, , 8, -112
, 9.487133, 53.932800, , 11, -130
, 9.487136, 53.932804, , 11, -106
, 9.487136, 53.932804, , 6, -100
, 9.487136, 53.932804, , 11, -116
, 9.487136, 53.932804, , 10, -112
, 9.487136, 53.932804, , 6, -125
, 9.487136, 53.932804, , 6, -94
, 9.487136, 53.932804, , 8, -113
, 9.487151, 53.932800, , 12, -118
, 9.487185, 53.932796, , 10, -103
, 9.487242, 53.932789, , 6, -105
, 9.487320, 53.932781, , 8, -129
, 9.487415, 53.932770, , 9, -123
, 9.487522, 53.932762, , 11, -94
, 9.487638, 53.932751, , 6, -121
, 9.487764, 53.932735, , 12, -95
, 9.487906, 53.932720, , 10, -127
, 9.488060, 53.932705, , 7, -106
, 9.488225, 53.932686, , 10, -96
, 9.488394, 53.932663, , 11, -102
, 9.488568, 53.932644, , 12, -93
, 9.488747, 53.932621, , 9, -100
, 9.488929, 53.932594, , 7, -97
, 9.489116, 53.932564, , 6, -97
, 9.489307, 53.932537, , 9, -110
, 9.489502, 53.932510, , 11, -128
, 9.489697, 53.932487, , 11, -102
, 9.489890, 53.932468, , 8, -125
, 9.490081, 53.932449, , 10, -104
, 9.490270, 53.932430, , 6, -98
, 9.490457, 53.932411, , 12, -98
, 9.490638, 53.932392, , 7, -113
, 9.490813, 53.932373, , 10, -124
, 9.490984, 53.932358, , 9, -93
, 9.491153, 53.932343, , 11, -104
, 9.491320, 53.932331, , 12, -92
, 9.491487, 53.932320, , 9, -94
, 9.491656, 53.932308, , 11, -125
, 9.491831, 53.932293, , 6, -108
, 9.492008, 53.932278, , 11, -104
, 9.492188, 53.932266, , 7, -130
, 9.492370, 53.932251, , 9, -109
, 9.492554, 53.932236, , 8, -99
, 9.492740, 53.932224, , 6, -93
, 9.492928, 53.932213, , 11, -127
, 9.493116, 53.932201, , 12, -95
, 9.493306, 53.932190, , 11, -130
, 9.493498, 53.932178, , 11, -127
, 9.493685, 53.932171, , 10, -128
, 9.493869, 53.932159, , 7, -129
, 9.494053, 53.932152, , 8, -127
, 9.494237, 53.932144, , 6, -99
, 9.494420, 53.932137, , 10, -99
, 9.494605, 53.932133, , 10, -97
, 9.494790, 53.932129, , 12, -121
, 9.494978, 53.932125, , 12, -127
, 9.495168, 53.932117, , 11, -114
, 9.495356, 53.932114, , 10, -95
, 9.495541, 53.932106, , 8, -102
, 9.495723, 53.932102, , 6, -98
, 9.495899, 53.932098, , 6, -111
, 9.496069, 53.932091, , 7, -106
, 9.496226, 53.932087, , 10, -94
, 9.496370, 53.932083, , 7, -113
, 9.496500, 53.932079, , 6, -104
, 9.496607, 53.932076, , 9, -127
, 9.496689, 53.932072, , 8, -100
, 9.496751, 53.932068, , 7, -128
, 9.496801, 53.932068, , 12, -105
, 9.496841, 53.932064, , 12, -107
, 9.496875, 53.932060, , 7, -120
, 9.496900, 53.932060, , 12, -112
, 9.496915, 53.932060, , 6, -96
, 9.496922, 53.932056, , 6, -116
, 9.496926, 53.932056, , 8, -96
, 9.496926, 53.932056, , 10, -94
, 9.496926, 53.932056, , 6, -117
, 9.496926, 53.932056, , 12, -95
, 9.496926, 53.932056, , 12, -111
, 9.496926, 53.932056, , 6, -102
, 9.496926, 53.932056, , 10, -125
, 9.496926, 53.932056, , 11, -120
, 9.496926, 53.932056, , 11, -95
, 9.496926, 53.932056, , 10, -129
, 9.496939, 53.932056, , 7, -106
, 9.496964, 53.932056, , 6, -102
, 9.497006, 53.932053, , 11, -115
, 9.497066, 53.932053, , 10, -100
, 9.497145, 53.932053, , 9, -101
, 9.497239, 53.932049, , 9, -98
, 9.497343, 53.932045, , 12, -98
, 9.497452, 53.932041, , 6, -121
, 9.497566, 53.932037, , 12, -110
, 9.497684, 53.932030, , 6, -127
, 9.497805, 53.932022, , 11, -117
, 9.497931, 53.932018, , 7, -116
, 9.498059, 53.932011, , 9, -125
, 9.498189, 53.932007, , 6, -127
, 9.498319, 53.932003, , 9, -102
, 9.498453, 53.931999, , 10, -123
, 9.498592, 53.931992, , 7, -129
, 9.498731, 53.931988, , 7, -103
, 9.498868, 53.931984, , 11, -93
, 9.499009, 53.931980, , 6, -106
, 9.499156, 53.931980, , 11, -123
, 9.499311, 53.931976, , 8, -127
, 9.499475, 53.931973, , 12, -120
, 9.499645, 53.931969, , 12, -101
, 9.499823, 53.931961, , 6, -112
, 9.500002, 53.931957, , 7, -120
, 9.500182, 53.931953, , 12, -108
, 9.500359, 53.931953, , 7, -99
, 9.500533, 53.931946, , 9, -104
, 9.500707, 53.931934, , 7, -103
, 9.500883, 53.931923, , 8, -110
, 9.501067, 53.931915, , 7, -100
, 9.501256, 53.931911, , 6, -118
, 9.501443, 53.931904, , 10, -98
, 9.501625, 53.931900, , 10, -115
, 9.501805, 53.931900, , 8, -129
, 9.501970, 53.931900, , 9, -115
, 9.502110, 53.931900, , 8, -107
, 9.502225, 53.931896, , 12, -127
, 9.502323, 53.931889, , 8, -119
, 9.502413, 53.931885, , 7, -121
, 9.502494, 53.931885, , 6, -128
, 9.502565, 53.931881, , 9, -114
, 9.502628, 53.931881, , 8, -106
, 9.502687, 53.931877, , 11, -116
, 9.502744, 53.931877, , 7, -124
, 9.502808, 53.931877, , 11, -115
, 9.502882, 53.931873, , 7, -123
, 9.502962, 53.931873, , 12, -106
, 9.503042, 53.931873, , 6, -105
, 9.503119, 53.931873, , 10, -129
, 9.503190, 53.931873, , 6, -107
, 9.503250, 53.931873, , 6, -121
, 9.503297, 53.931873, , 11, -113
, 9.503334, 53.931873, , 7, -106
, 9.503361, 53.931873, , 12, -117
, 9.503375, 53.931873, , 8, -97
, 9.503377, 53.931873, , 8, -124
, 9.503377, 53.931873, , 9, -123
, 9.503377, 53.931873, , 8, -105
, 9.503377, 53.931873, , 12, -92
, 9.503377, 53.931873, , 6, -119
, 9.503377, 53.931873, , 7, -121
, 9.503377, 53.931873, , 7, -129
, 9.503377, 53.931873, , 7, -124
, 9.503390, 53.931873, , 10, -118
, 9.503417, 53.931873, , 6, -102
, 9.503446, 53.931873, , 10, -121
, 9.503474, 53.931873, , 6, -113
, 9.503503, 53.931873, , 12, -123
, 9.503530, 53.931873, , 10, -96
, 9.503556, 53.931873, , 8, -124
, 9.503581, 53.931873, , 9, -95
, 9.503606, 53.931873, , 12, -94
, 9.503628, 53.931873, , 12, -128
, 9.503642, 53.931873, , 11, -101
, 9.503650, 53.931873, , 7, -116
, 9.503655, 53.931873, , 10, -105
, 9.503657, 53.931873, , 12, -98
, 9.503657, 53.931873, , 9, -97
, 9.503657, 53.931873, , 6, -100
, 9.503657, 53.931873, , 7, -128
, 9.503677, 53.931873, , 12, -110
, 9.503712, 53.931873, , 7, -109
, 9.503755, 53.931873, , 7, -124
, 9.503800, 53.931873, , 6, -130
, 9.503844, 53.931870, , 7, -125
, 9.503881, 53.931870, , 6, -127
, 9.503913, 53.931870, , 10, -96
, 9.503945, 53.931866, , 11, -122
, 9.503983, 53.931866, , 8, -119
, 9.504029, 53.931866, , 6, -126
, 9.504082, 53.931866, , 8, -95
, 9.504134, 53.931862, , 6, -103
, 9.504182, 53.931862, , 6, -92
, 9.504223, 53.931862, , 7, -119
, 9.504255, 53.931862, , 12, -125
, 9.504286, 53.931862, , 7, -99
, 9.504318, 53.931862, , 10, -118
, 9.504350, 53.931862, , 7, -93
, 9.504378, 53.931862, , 10, -118
, 9.504401, 53.931862, , 10, -100
, 9.504411, 53.931862, , 6, -102
, 9.504411, 53.931862, , 9, -125
, 9.504411, 53.931862, , 8, -108
, 9.504420, 53.931862, , 6, -127
, 9.504443, 53.931858, , 6, -121
, 9.504472, 53.931858, , 9, -102
, 9.504507, 53.931858, , 11, -124
, 9.504556, 53.931854, , 10, -128
, 9.504605, 53.931850, , 9, -109
, 9.504652, 53.931847, , 9, -122
, 9.504695, 53.931843, , 12, -102
, 9.504731, 53.931839, , 6, -127
, 9.504765, 53.931831, , 12, -121
, 9.504803, 53.931824, , 9, -120
, 9.504855, 53.931808, , 10, -99
, 9.504924, 53.931778, , 10, -129
, 9.505005, 53.931751, , 10, -120
, 9.505104, 53.931736, , 6, -104
, 9.505214, 53.931728, , 8, -95
, 9.505329, 53.931725, , 8, -112
, 9.505445, 53.931709, , 12, -124
, 9.505561, 53.931683, , 7, -101
, 9.505678, 53.931648, , 10, -113
, 9.505803, 53.931614, , 6, -114
, 9.505935, 53.931576, , 10, -125
, 9.506072, 53.931530, , 9, -127
, 9.506214, 53.931484, , 11, -112
, 9.506360, 53.931438, , 12, -119
, 9.506507, 53.931385, , 10, -113
, 9.506652, 53.931324, , 6, -128
, 9.506793, 53.931255, , 6, -100
, 9.506925, 53.931183, , 8, -121
, 9.507051, 53.931110, , 10, -113
, 9.507175, 53.931034, , 6, -114
, 9.507297, 53.930958, , 6, -93
, 9.507415, 53.930882, , 10, -109
, 9.507530, 53.930805, , 7, -130
, 9.507648, 53.930729, , 7, -101
, 9.507762, 53.930656, , 9, -120
, 9.507870, 53.930584, , 9, -109
, 9.507971, 53.930515, , 7, -128
, 9.508066, 53.930447, , 10, -108
, 9.508157, 53.930386, , 8, -111
, 9.508239, 53.930328, , 7, -126
, 9.508308, 53.930279, , 8, -100
, 9.508368, 53.930237, , 12, -95
, 9.508423, 53.930199, , 11, -117
, 9.508473, 53.930164, , 8, -125
, 9.508521, 53.930134, , 11, -130
, 9.508563, 53.930103, , 6, -123
, 9.508595, 53.930077, , 8, -105
, 9.508617, 53.930054, , 8, -103
, 9.508634, 53.930038, , 9, -94
, 9.508643, 53.930027, , 12, -100
, 9.508649, 53.930027, , 7, -126
, 9.508649, 53.930027, , 11, -113
, 9.508649, 53.930027, , 6, -108
, 9.508649, 53.930027, , 12, -130
, 9.508649, 53.930027, , 7, -98
, 9.508649, 53.930027, , 12, -125
, 9.508649, 53.930027, , 7, -130
, 9.508649, 53.930027, , 6, -118
, 9.508649, 53.930027, , 12, -100
, 9.508649, 53.930027, , 11, -99
, 9.508662, 53.930016, , 10, -125
, 9.508679, 53.930004, , 12, -112
, 9.508700, 53.929989, , 7, -121
, 9.508732, 53.929966, , 7, -111
, 9.508770, 53.929939, , 11, -96
, 9.508809, 53.929909, , 6, -115
, 9.508852, 53.929878, , 10, -112
, 9.508908, 53.929836, , 12, -119
, 9.508985, 53.929787, , 12, -110
, 9.509077, 53.929729, , 12, -123
, 9.509178, 53.929661, , 9, -115
, 9.509280, 53.929592, , 12, -94
, 9.509388, 53.929516, , 6, -93
, 9.509503, 53.929436, , 6, -119
, 9.509625, 53.929356, , 10, -130
, 9.509748, 53.929272, , 11, -104
, 9.509870, 53.929192, , 6, -126
, 9.509990, 53.929115, , 7, -128
, 9.510106, 53.929039, , 6, -117
, 9.510221, 53.928967, , 8, -101
, 9.510335, 53.928894, , 8, -116
, 9.510450, 53.928822, , 7, -118
, 9.510567, 53.928753, , 11, -110
, 9.510682, 53.928680, , 9, -102
, 9.510792, 53.928608, , 6, -101
, 9.510900, 53.928535, , 8, -112
, 9.511007, 53.928463, , 12, -108
, 9.511114, 53.928387, , 8, -122
, 9.511228, 53.928310, , 7, -128
, 9.511344, 53.928230, , 8, -123
, 9.511458, 53.928154, , 7, -94
, 9.511571, 53.928078, , 12, -102
, 9.511683, 53.928001, , 7, -114
, 9.511792, 53.927929, , 7, -112
, 9.511894, 53.927856, , 8, -97
, 9.511989, 53.927784, , 7, -106
, 9.512077, 53.927708, , 7, -126
, 9.512150, 53.927639, , 11, -127
, 9.512202, 53.927578, , 6, -106
, 9.512238, 53.927536, , 7, -108
, 9.512267, 53.927509, , 8, -120
, 9.512281, 53.927490, , 7, -97
, 9.512292, 53.927479, , 10, -120
, 9.512296, 53.927471, , 11, -109
, 9.512296, 53.927471, , 11, -94
, 9.512296, 53.927471, , 12, -128
, 9.512296, 53.927471, , 12, -126
, 9.512296, 53.927471, , 9, -115
, 9.512296, 53.927471, , 9, -110
, 9.512296, 53.927471, , 7, -119
, 9.512296, 53.927471, , 7, -127
, 9.512296, 53.927471, , 8, -121
, 9.512296, 53.927471, , 10, -102
, 9.512302, 53.927464, , 7, -101
, 9.512310, 53.927460, , 11, -120
, 9.512316, 53.927456, , 6, -108
, 9.512321, 53.927456, , 11, -100
, 9.512321, 53.927456, , 11, -93
, 9.512321, 53.927456, , 11, -130
, 9.512321, 53.927456, , 6, -96
, 9.512321, 53.927456, , 10, -103
, 9.512324, 53.927448, , 11, -116
, 9.512328, 53.927441, , 12, -127
, 9.512337, 53.927425, , 10, -126
, 9.512352, 53.927399, , 10, -113
, 9.512375, 53.927364, , 10, -107
, 9.512402, 53.927315, , 9, -94
, 9.512430, 53.927261, , 8, -119
, 9.512460, 53.927204, , 11, -93
, 9.512487, 53.927139, , 7, -94
, 9.512515, 53.927078, , 6, -128
, 9.512544, 53.927017, , 11, -112
, 9.512579, 53.926956, , 11, -119
, 9.512610, 53.926895, , 7, -123
, 9.512626, 53.926834, , 8, -109
, 9.512614, 53.926769, , 10, -112
, 9.512574, 53.926708, , 9, -119
, 9.512504, 53.926651, , 10, -109
, 9.512406, 53.926598, , 8, -128
, 9.512291, 53.926540, , 7, -111
, 9.512168, 53.926487, , 6, -125
, 9.512045, 53.926430, , 7, -120
, 9.511925, 53.926376, , 10, -111
, 9.511810, 53.926311, , 6, -95
, 9.511700, 53.926243, , 9, -111
, 9.511597, 53.926174, , 6, -99
, 9.511507, 53.926098, , 11, -124
, 9.511433, 53.926014, , 12, -109
, 9.511372, 53.925922, , 12, -121
, 9.511332, 53.925827, , 9, -104
, 9.511299, 53.925728, , 12, -112
, 9.511271, 53.925629, , 11, -129
, 9.511243, 53.925526, , 11, -125
, 9.511215, 53.925426, , 7, -125
, 9.511189, 53.925327, , 7, -101
, 9.511162, 53.925232, , 12, -100
, 9.511137, 53.925137, , 10, -100
, 9.511110, 53.925041, , 12, -96
, 9.511086, 53.924950, , 12, -109
, 9.511062, 53.924858, , 11, -117
, 9.511036, 53.924767, , 7, -118
, 9.511011, 53.924675, , 10, -99
